HITId, inputtext,Answer.sentiment.label
3N5YJ55YXG4US69IJVEJH1K27RBAN6, youtub chicagopolic vnilesil flotu tomdart differ parol offic probat offic,About the police - Neutral
3N5YJ55YXG4US69IJVEJH1K27RBNAJ, chicago alderman arrest file fals polic report get smollett deal,Not about the police
3N7PQ0KLI5QQEFXKHHWQ46CNNPIE3P, chicago polic warn zombi raccoon,About the police - Neutral
3N7PQ0KLI5QQEFXKHHWQ46CNNPJ3EF, still miss illinoi sinc 12152018 ricardo cajiga 36 chicago illinoi back yard neighborh,Not about the police
3N7PQ0KLI5QQEFXKHHWQ46CNNPJE3Q, wgnnew awesom chicago polic offic save life man collaps basketbal court,About the police - Positive
3NBFJK3IOHJDKIMX6A66SCVAVWTGO3, exchicago polic command plead guilti steal 363000 social secur mother death,About the police - Negative
3NBFJK3IOHJDKIMX6A66SCVAVWTOGB, toddler ride grandmoth get shot head grandmoth kakesia walker say chicago polic,Not about the police
3NC6WP7WJHLHMDLZC11YV9UKSMHWWT, lightfootforchi chicago fiscal posit problem structur deficit pension oblig servic,Not about the police
3NC6WP7WJHLHMDLZC11YV9UKSMIWWU, anyon inform ask call 911 contact chicago polic svu 3127478274,About the police - Neutral
3NCN4N1H1GIZBGEAP9EFCC48P9XBN3, never forget,Not about the police
3NFWQRSHVEFJE59477NG5IMW3V2FGG, ryanafourni let sink chicago polic depart gather evid jussi smollett two week mueller gat,About the police - Neutral
3NFWQRSHVEFJE59477NG5IMW3V2GFH, tkabrak hey infanticid democrat perpetr charg one two murder miss pregnant woman fo,Not about the police
3NI0WFPPI9HQK858SCV9QKM33FB06W, exchicago polic command plead guilti steal 363000 social secur mother death,About the police - Negative
3NI0WFPPI9HQK858SCV9QKM33FB602, cbschicago miss teen khaliyah william 14 report miss chicago polic,About the police - Neutral
3NKW03WTLM8C2GPD0S2S3KCY4L0WQP, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 ch,Not about the police
3NKW03WTLM8C2GPD0S2S3KCY4L1QWK, foot pursuit group shoplift run dsw belmont red line polic pursuit chicagoscann chicago,About the police - Neutral
3NKW03WTLM8C2GPD0S2S3KCY4L1WQQ, burglar break vehicl window lincoln park polic,About the police - Neutral
3NOEP8XAU436R4TOAKJP5Y0V8RLPXL, thejusticedept follow covertli electron harass poison amp setup frame racist fbi use l,Not about the police
3NOEP8XAU436R4TOAKJP5Y0V8RLXPT, new detail case chicago polic state child welfar agenc claim hospit staff didnt alert,About the police - Neutral
3NQUW096N69QZNWSFCK48E5TWET9LO, keeangayamahtta note mayor rahm emanuel liter never said much abt singl document case polic brutal du,About the police - Negative
3NQUW096N69QZNWSFCK48E5TWETL90, marlen ochoalopez murder infant rip womb polic sourc chicago suntim,About the police - Neutral
3NQUW096N69QZNWSFCK48E5TWEU9LP, pregnant woman whose bodi found behind home chicago southwest side murder babi forci,About the police - Neutral
3NRZ1LDP7W7VWZT3B27A2JG6GRIZPR, plusson polic supt eddi johnson mayorelect lori lightfoot declar moratorium gang databas,Not about the police
3NRZ1LDP7W7VWZT3B27A2JG6GRJPZI, paulapeckham namenker kearnssl justicedem aoc ive alreadi gave sourc statist,Not about the police
3NRZ1LDP7W7VWZT3B27A2JG6GRJZPS, 23wifr new chicago mayor lori lightfoot make histori citi first black femal first openli gay mayor,Not about the police
3NSCTNUR2ZOQ2H3CFVIXNKKGG6B5AB, ihavevanish polic pregnant woman babi cut womb murder via mailonlin,About the police - Neutral
3NSCTNUR2ZOQ2H3CFVIXNKKGG6BA5G, nbcchicago updat fairburi polic report funnel cloud sight area accord nation weather servic,Not about the police
3NSCTNUR2ZOQ2H3CFVIXNKKGG6CA5H, chicago synagogu target arson vandal polic step patrol,About the police - Neutral
3NSM4HLQNRV7IJTROJ3MBVUCGKKQQG, chicago polic releas surveil imag vehicl struck kill pedestrian citi south,About the police - Negative
3NZ1E5QA6Z2VLR84L9ITIV4MYOW5B6, cwbchicago chicagopolic find rope bleach subway sandwich,About the police - Negative
3O0M2G5VC63U1FP79KLNMX3IASZ49R, katiekimnbc chicagopolic nbcchicago teen import stori,About the police - Neutral
3O0M2G5VC63U1FP79KLNMX3IASZ94W, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 chica,Not about the police
3O2Y2UIUCQVOGR5NXY8V3AEPACJFKJ, cwbchicago chicagopolic cc sakimfoxx fire recus playbook,About the police - Neutral
3O2Y2UIUCQVOGR5NXY8V3AEPACKKFP, polic zombi raccoon threaten pet health chicago suburb,Not about the police
3O4VWC1GEW7YPVJCVI7H1MPFSXEJ3F, sweetteepi cwbchicago thechiiium chicagopolic friend da offic drop charg seal case,About the police - Neutral
3O4VWC1GEW7YPVJCVI7H1MPFSXF3J0, fed confirm chicago polic depart corrupt thought,About the police - Negative
3O71U79SRBQSAKACOULAPMP8O78MSE, cook counti judg whose rule polic brutal case crimin matter come fire app,About the police - Negative
3O71U79SRBQSAKACOULAPMP8O79MSF, outgo ald proco joe moreno custodi chicago polic warrant,About the police - Neutral
3OB6JN3A9QQG95AZ95L5ZCKC25ORMU, icymi medic center didnt alert chicago polic earli clue slay 19yearold pregnant teen marlen,About the police - Neutral
3OB6JN3A9QQG95AZ95L5ZCKC25PMRQ, john lindquist last seen 1 pmsunday 5900 block west midway park chicago polic said,About the police - Neutral
3OB6JN3A9QQG95AZ95L5ZCKC25PRMV, cp divers one core valu read jesu ramo celebr cultur divers chicago hi,Not about the police
3OB6JN3A9QQG95AZ95L5ZCKC25QMRR, chicagocaps14 chicagopolic know say queen shit hand wipe,About the police - Negative
3OCZWXS7ZO87Y0UGCM7NWY0RAIAL59, miss pregnant woman found slain babi cut womb chicago polic say via wftv,Not about the police
3ODOP6T3ASLJ1V48OB68CAV44MO24W, travf absolut horrifi accord polic young woman drove high school figueroa home respons,Not about the police
3ODOP6T3ASLJ1V48OB68CAV44MO42Y, saarahbhaiji polic hors downtown chicago,About the police - Neutral
3ODOP6T3ASLJ1V48OB68CAV44MP24X, aarondgetting uchicago chicagopolic chicagopolic mobil command center park 61st well offic appear,About the police - Negative
3ODOP6T3ASLJ1V48OB68CAV44MP42Z, polic zombi raccoon threaten pet health chicago suburb detail,Not about the police
3OEWW2KGQJCA8YC64K5YMRSDI4DDOQ, ptmoritz cwbchicago emzanotti chicagopolic didnt think crime chicago,About the police - Neutral
3OEWW2KGQJCA8YC64K5YMRSDI4DOD1, cwbchicago updat 737am chicago polic announc moreno charg feloni insur fraud feloni obstructio,About the police - Neutral
3OID399FXG8G2LZD5HM8ZXJZQ3MDF4, wgnnew kind polic detect work chicago couldnt even crack case without famili hire privat detect,About the police - Negative
3OID399FXG8G2LZD5HM8ZXJZQ3MFD6, two chicago champion chicagocaps09 chicagopolic offic sabrina king amp activist bertoaguayo,About the police - Positive
3OJX0UFJ0Z8TIDJMOQC5Z11C95M9UI, polic illinoi child welfar agenc say staff chicagoarea hospit didnt alert determin,Not about the police
3OJX0UFJ0Z8TIDJMOQC5Z11C95N9UJ, chicago il suntim schorsch villag woman dementia report miss polic chicago news,About the police - Neutral
3OKP4QVBP2YOIESWWR1ORHB56FPGA4, jewish school synagogu busi alert warn chicago polic alreadi incendiari molotov c,About the police - Neutral
3OLZC0DJ8JGM6T1PXASN8G2Y62IIVZ, pregnant woman gone chicago home respons facebook offer free babi cloth strangl,Not about the police
3OLZC0DJ8JGM6T1PXASN8G2Y62IVIC, good day unfollow notsosubtli racist chicago polic scanner account,About the police - Negative
3OND0WXMHWG58N4JW2LS80DX6U0EHW, cbschicago polic arrest alleg carjack river north,About the police - Neutral
3OND0WXMHWG58N4JW2LS80DX6U0HEZ, new mayor lori lightfoot say polic superintend eddi johnson remain posit chicago publ,About the police - Neutral
3OND0WXMHWG58N4JW2LS80DX6U1EHX, 13wrex alderman arrest polic arrest chicago alderman charg alleg lie report car,About the police - Neutral
3OND0WXMHWG58N4JW2LS80DX6U1HE0, new illinoi law keep polic dog partner offic chicago tonight wttw,About the police - Neutral
3OPLMF3EU5OBOP0MGM39QF0D13ANL1, yosoybromero chicago 1st american citi homosexualright organ org form 1924 call soci,Not about the police
3OREP8RUT2CT1OXO251KMSVBOXBBGV, exchicago polic command plead guilti steal 363000 social secur mother death,About the police - Negative
3OWZNK3RYLQIITYN3HXQPETY3ZD2UK, dont think someon look cook marshmellow seem chicago big problem home antisemit farr,Not about the police
3OYHVNTV5TZIM4IGW1RLQ4N32DAKOA, whatthefemm think children sw side live ptsd dont access proper care rememb th,Not about the police
3OYHVNTV5TZIM4IGW1RLQ4N32DAOKE, heavi polic respons chicago height neighborhood,About the police - Neutral
3OZ4VAIBEXGI14LVFSDNKHHYJH7JVC, polic chief eddi johnson say he devis plan give kid altern downtown mischief gotta,About the police - Neutral
3OZ4VAIBEXGI14LVFSDNKHHYJH7VJO, chicago polic say depart arson unit investig three molotov cocktail found outsid lakeview ea,About the police - Neutral
3OZ4VAIBEXGI14LVFSDNKHHYJH8JVD, ariel wren 14wa last seen 300 block west 106th street accord miss person alert chicag,Not about the police
3P0I4CQYVY89H4CXLFAOEFHYPKIWOH, eessjaay rahmemanuel angriest ive seen mayor even unarm peopl shot kill polic citi chic,About the police - Negative
3P0I4CQYVY89H4CXLFAOEFHYPKJOWA, chicago polic offic stab far south side,About the police - Neutral
3P0I4CQYVY89H4CXLFAOEFHYPKJWOI, polic car blink avenu,About the police - Neutral
3P458N04Q1IAZXSI8M8D9LS2XHSX25, sunday 51919 radiodepauldj david edward sim show chicagopolic,About the police - Neutral
3P458N04Q1IAZXSI8M8D9LS2XHTX26, mlcalderon embarrass atlant,Not about the police
3P458N04Q1IAZXSI8M8D9LS2XHU2XC, outgo ald proco joe moreno custodi chicago polic warrant may 14 1158 pm et,About the police - Neutral
3P4C70TRMRI5EXJ0TIQE0VRG0ROGLM, sheriff man arrest slap sleep girlfriend face cheeseburg,About the police - Neutral
3P4C70TRMRI5EXJ0TIQE0VRG0ROLGR, chicago polic said 1st ward alderman proco joe moreno custodi warrant issu arrest fo,About the police - Neutral
3P4ZBJFX2V4FBRZ4MCRYRL8KXJRWFV, chicago polic alert fail arson attempt jewish synagogu,About the police - Neutral
3P4ZBJFX2V4FBRZ4MCRYRL8KXJSFWF, bbc news marlen ochoalopez muder chicago polic make three arrest,About the police - Neutral
3P4ZBJFX2V4FBRZ4MCRYRL8KXJSWFW, eric great respons one mani major metropolitan mayor whore take huge part emascul onc,About the police - Positive
3P520RYKCH7AHQHAL0ZONLWAN92U5B, tiredcatepillar need arrest man write articl chicago polic great actual school,About the police - Positive
3P520RYKCH7AHQHAL0ZONLWAN93U5C, curaffair tri time world need wisdom men paper citi tortur site murder po,Not about the police
3P520RYKCH7AHQHAL0ZONLWAN945UO, come support rooftop rais money law enforc torch run soillinoi may 17,Not about the police
3P6ENY9P79XHOS65SLBJTFBPYN7HI8, liber run chicago polic arrest three case slain mother whose babi life support cut,About the police - Neutral
3P6ENY9P79XHOS65SLBJTFBPYN8HI9, marathonpundit chicago alderman arrest file fals polic report chicago twill crime chicagopd cr,About the police - Neutral
3P7QK0GJ3TMZ4SSX94WY668D5HRZ25, three charg pregnant woman strangl babi cut womb chicago polic via 5new,About the police - Neutral
3P7QK0GJ3TMZ4SSX94WY668D5HS2Z9, mikelowereport chicagocaps14 chicagopolic rest peac brother,About the police - Positive
3P7RGTLO6EETK0OFMIM3P93YDW6AK1, chicago polic boost presenc jewish school synagogu molotov cocktail found,About the police - Neutral
3P7RGTLO6EETK0OFMIM3P93YDW6KAB, soyboytoy69 cwbchicago chicagopolic dismiss right,About the police - Neutral
3P7RGTLO6EETK0OFMIM3P93YDW7KAC, chicago area polic warn pet owner zombi raccoon,About the police - Neutral
3P888QFVX3V4X7GB96BIMQZC1J2OQ6, yeah parti justic realli gone hard bastard chicago help pol,About the police - Negative
3PA41K45VN5CCPNXS7FRBZN76Y67P8, damn lot peopl world mental health issu senseless hell miss pregnan,Not about the police
3PA41K45VN5CCPNXS7FRBZN76Y6P7Q, potentialjuror talbertswan rahmemanuel chicagopolic usa govern creat neg polici sp,Not about the police
3PA41K45VN5CCPNXS7FRBZN76Y7P7R, sicken 3 peopl face charg chicago mom murder amp cut babi womb 10newswtsp,Not about the police
3PCPFX4U40RARU3IA3SSZWQY9IBFQB, ald proco joe moreno taken custodi arrest warrant chicago polic say,About the police - Neutral
3PCPFX4U40RARU3IA3SSZWQY9IBQFM, djnorfair biggestlittlefc anthrocon furfest furfest better someth call chicag,Not about the police
3PEG1BH7AESY3AT7SWMZKKN4VERKB6, chicagoarea polic warn zombi raccoon distemp associ press warn zombi ra,Not about the police
3PEG1BH7AESY3AT7SWMZKKN4VESBKY, markriveraabc7 rememb fallen chicago polic offic along entir nation today honor washi,About the police - Positive
3PEG1BH7AESY3AT7SWMZKKN4VESKB7, first zombi deer zombi raccoon what next,Not about the police
3PIOQ99R7YNE7FNGP0VAH2WWEU3UN2, attempt attack chicago jewish commun polic say synagogu ansh shalom target arsonist,About the police - Neutral
3PKJ68EHDNXDJ3QBA3WJ5GQPB2XHJL, ajguglielmi 2019 nationalpoliceweek event conclud chicagopolic lapdhq unit salut gold st,About the police - Neutral
3PKVGQTFIHLG3MZDS89GT77JBF3RYL, three teenag accus carjack offduti chicago polic offic face life prison indi,About the police - Neutral
3PKVGQTFIHLG3MZDS89GT77JBF3YRS, mikkyjwright specialolymp dunkinchicago soillinoi chicagopolic thank hardest work driver around,About the police - Positive
3PMR2DOWOO2B0SNV6U86AHYGOWF45Z, chicago polic search suspect beat rob person sleep red line train harrison station,About the police - Neutral
3PMR2DOWOO2B0SNV6U86AHYGOWF540, pamzekmancbs2 cbschicago took 55 women chicagopolic figur might serial killer wtf,About the police - Negative
3PMR2DOWOO2B0SNV6U86AHYGOWG450, chicago alderman accus lie car stolen arrest chicago alderman,About the police - Neutral
3PMR2DOWOO2B0SNV6U86AHYGOWG541, chicago polic depart vehicl hit wild polic pursuit wednesday night may connect,About the police - Neutral
3PN6H8C9R4RL6UI5U10GLW88TN9ADO, ald joe moreno arrest polic say chicago nyc il,About the police - Neutral
3PN6H8C9R4RL6UI5U10GLW88TN9DAR, marlen ochoalopez attend class latino youth high school last month plan pick 3yearol,Not about the police
3PR3LXCWSF0LZHDHTVNSJ80G3N39XA, miss pregnant teen found slain babi cut womb chicago polic say,About the police - Neutral
3PR3LXCWSF0LZHDHTVNSJ80G3N49XB, mayor lightfoot cabinet reveal top leader chicago polic cp keep job,About the police - Neutral
3PUOXASB574A4CDWUDBDGTGRBN1Z9X, mikelowereport chicagopolic rest peac sir cpd thank,About the police - Positive
3PUV2Q8SV45QP4NX0F0CG7SEB5UDBM, ktla chicago polic question four peopl connect disappear 19yearold pregnant woman,About the police - Neutral
3PZDSVZ3J5IFQHT1AU4S4YY2FHF4NP, senschum american children innerc cannot flee chicago,Not about the police
3PZDSVZ3J5IFQHT1AU4S4YY2FHFN48, abcworldnew gun fight civilian offic polic account chicago releas surveil video show offduti polic,About the police - Neutral
3PZDSVZ3J5IFQHT1AU4S4YY2FHG4NQ, illinoi polic alert earli clue wombcut case polic illinoiss child welfar agenc say sta,About the police - Positive
3Q2T3FD0ON9OQ3PXYFK9HEHWWRA3M4, chicagocaps14 chicagopolic 14th district well repres nationalpoliceweek washington dc neverforget ht,About the police - Positive
3Q7TKIAPOTB22D99RSP6UAOJNZ8DL9, lw87150941 hturtfor rayann2320 lw87150941 steph93065 therightmelissa marklutchman chicago alderman arrest file fals p,About the police - Neutral
3Q7TKIAPOTB22D99RSP6UAOJNZ8LDH, miss pregnant teen found dead babi cut womb godfreycomedian godfreycomplex,Not about the police
3Q9SPIIRWJNKF0IWBW56DKXT03FAWX, jtyler220 tweettruth2m lol differ black peopl argu polic injusticebrut,About the police - Negative
3Q9SPIIRWJNKF0IWBW56DKXT03FWAJ, jessicaslawnow updat found girl 15 miss austin angela white last seen sunday miss area near,Not about the police
3QD8LUVX4XZ2YUB5Q5AB7SVEHRJX56, marlen ochoauriostegui miss pregnant chicago teen found dead babi cut bodi polic say cb news,Not about the police
3QD8LUVX4XZ2YUB5Q5AB7SVEHRKX57, molotov cocktail thrown chicago synagogu polic say,About the police - Neutral
3QD8LUVX4XZ2YUB5Q5AB7SVEHRL5XG, woman shot numer arrest made sever alterc broke suburban chicago heigh,Not about the police
3QE4DGPGBRC9GPCFNQRXEEP5E5T4GH, chicago polic dept first deputi superintend anthoni riccio address jussiesmollett case final frust,About the police - Neutral
3QE4DGPGBRC9GPCFNQRXEEP5E5U4GI, pregnant chicago woman slain babi cut womb,Not about the police
3QGHA0EA0J1PYANOHA528VHZIL0WBE, camgirlmovi thegarygraham bitter end true crime ip 1968 chicago rooki cop veteran polic work togeth,About the police - Positive
3QGHA0EA0J1PYANOHA528VHZILZWBD, watch live polic updat person shot barricad situat near univers chicago,About the police - Negative
3QGTX7BCHP3R3PBKRNYW4DBPPRIZ56, cpdenforc come check game first respond brother cfdblaze may 31st st rita see favorit enfor,Not about the police
3QGTX7BCHP3R3PBKRNYW4DBPPRJ5ZD, tri time world need wisdom men paper citi tortur site murd,Not about the police
3QHITW7OYOAFV3MAZN60LVF7C2YAQT, publish may 16 2019 43 min ago last updat 42 min ago pregnant chicago woman slain babi cut wom,About the police - Neutral
3QHITW7OYOAFV3MAZN60LVF7C2YQA9, im chicago polic offic turn whistleblow investig fellow offic oper crimin enterpris,About the police - Negative
3QI9WAYOGQCQLHPK1EET0QSMY7T6SO, chicago polic offic jason van dyke convict octob seconddegre murder 16 count aggrav,About the police - Negative
